inchi_key,inchi,name,atom_bag,p_kas,smiles,major_ms,number_of_protons,charges,cross_references
KDTSHFARGAKYJN-IBOSZNHHSA-N,"InChI=1S/C21H35N7O13P2S/c1-21(2,16(32)19(33)24-4-3-12(29)23-5-6-44)8-39-43(36,37)41-42(34,35)38-7-11-14(30)15(31)20(40-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-32,44H,3-8H2,1-2H3,(H,23,29)(H,24,33)(H,34,35)(H,36,37)(H2,22,25,26)/t11-,14-,15-,16+,20-/m1/s1",KEGG:C00882,"{""C"": 21, ""O"": 13, ""P"": 2, ""H"": 33, ""N"": 7, ""S"": 1, ""e-"": 360}","[10.11, 6.46, 5.05, 4.39, 3.68, 3.08, 0.87]",CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCS,1.0,"[32, 33, 34, 35, 36, 37, 38, 39]","[-3, -2, -1, 0, 1, 2, 3, 4]",KEGG:C00882
NTGWPRCCOQCMGE-YUMQZZPRSA-N,"InChI=1S/C10H10O6/c1-5(9(12)13)16-7-4-2-3-6(8(7)11)10(14)15/h2-4,7-8,11H,1H2,(H,12,13)(H,14,15)/t7-,8-/m0/s1",KEGG:C00885,"{""O"": 6, ""C"": 10, ""H"": 8, ""e-"": 118}","[13.58, 3.97, 3.18]",O[C@@H]1[C@@H](OC(=C)C([O-])=O)C=CC=C1C([O-])=O,1.0,"[7, 8, 9, 10]","[-3, -2, -1, 0]",KEGG:C00885
GQPLMRYTRLFLPF-UHFFFAOYSA-N,InChI=1S/N2O/c1-2-3,KEGG:C00887,"{""O"": 1, ""N"": 2, ""e-"": 22}",[],[O-][N+]#N,0.0,[0],[0],KEGG:C00887
PTCIWUZVDIQTOW-XDJBDKDSSA-N,"InChI=1S/C6H10O7/c7-1-6(12)4(9)2(8)3(13-6)5(10)11/h2-4,7-9,12H,1H2,(H,10,11)/t2-,3+,4+,6?/m1/s1",KEGG:C00905,"{""O"": 7, ""C"": 6, ""H"": 9, ""e-"": 102}","[12.78, 10.29, 3.21]",OCC1(O)O[C@@H]([C@@H](O)[C@@H]1O)C([O-])=O,2.0,"[7, 8, 9, 10]","[-3, -2, -1, 0]",KEGG:C00905
JYKWMJBUIXNJOG-JHKACSFWSA-N,"InChI=1S/C31H51N10O22P3S2/c1-31(2,24(47)28(49)35-6-5-18(42)34-7-8-67-68-11-16(27(48)36-9-20(44)45)40-19(43)4-3-15(32)30(50)51)12-60-66(57,58)63-65(55,56)59-10-17-23(62-64(52,53)54)22(46)29(61-17)41-14-39-21-25(33)37-13-38-26(21)41/h13-17,22-24,29,46-47H,3-12,32H2,1-2H3,(H,34,42)(H,35,49)(H,36,48)(H,40,43)(H,44,45)(H,50,51)(H,55,56)(H,57,58)(H2,33,37,38)(H2,52,53,54)/t15-,16-,17+,22+,23+,24?,29+/m0/s1",KEGG:C00920,"{""C"": 31, ""O"": 22, ""P"": 3, ""H"": 46, ""N"": 10, ""S"": 2, ""e-"": 560}","[5.91, 4.39, 3.94, 3.59, 3.23, 2.81, 1.87, 0.82]",CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12)C(O)C(=O)NCCC(=O)NCCSSC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O,0.0,"[46, 47, 48, 49, 50, 51, 52, 53, 54]","[-5, -4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C00920
CGBYBGVMDAPUIH-ARJAWSKDSA-N,"InChI=1S/C6H8O4/c1-3(5(7)8)4(2)6(9)10/h1-2H3,(H,7,8)(H,9,10)/b4-3-",KEGG:C00922,"{""C"": 6, ""O"": 4, ""H"": 6, ""e-"": 76}","[5.99, 3.16]",C\C(=C(/C)C([O-])=O)C([O-])=O,0.0,"[6, 7, 8]","[-2, -1, 0]",KEGG:C00922
DQQDLYVHOTZLOR-MGYZEILKSA-N,"InChI=1S/C14H22N2O16P2/c17-5-3-28-13(11(22)8(5)19)31-34(26,27)32-33(24,25)29-4-6-9(20)10(21)12(30-6)16-2-1-7(18)15-14(16)23/h1-2,5-6,8-13,17,19-22H,3-4H2,(H,24,25)(H,26,27)(H,15,18,23)/t5-,6+,8-,9+,10+,11+,12?,13+/m0/s1",KEGG:C00935,"{""O"": 16, ""C"": 14, ""H"": 20, ""P"": 2, ""N"": 2, ""e-"": 278}","[13.37, 12.67, 12.07, 7.59, 3.18, 1.73]",O[C@H]1[C@@H](O)C(O[C@@H]1COP([O-])(=O)OP([O-])(=O)O[C@H]1OC[C@H](O)[C@H](O)[C@H]1O)N1C=CC(=O)NC1=O,4.0,"[16, 17, 18, 19, 20, 21, 22]","[-6, -5, -4, -3, -2, -1, 0]",KEGG:C00935
COJBGNAUUSNXHX-UHFFFAOYSA-N,"InChI=1S/C5H7NO4/c6-4(8)2-1-3(7)5(9)10/h1-2H2,(H2,6,8)(H,9,10)",KEGG:C00940,"{""N"": 1, ""C"": 5, ""O"": 4, ""H"": 6, ""e-"": 76}","[12.59, 2.9]",NC(=O)CCC(=O)C([O-])=O,1.0,"[5, 6, 7]","[-2, -1, 0]",KEGG:C00940
WVMWZWGZRAXUBK-SYTVJDICSA-N,"InChI=1S/C7H10O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3,5,8,10,13H,1-2H2,(H,11,12)/t3-,5+,7-/m1/s1",KEGG:C00944,"{""O"": 6, ""C"": 7, ""H"": 9, ""e-"": 100}","[13.63, 12.39, 3.3]",O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C([O-])=O,2.0,"[7, 8, 9, 10]","[-3, -2, -1, 0]",KEGG:C00944
VOXZDWNPVJITMN-ZBRFXRBCSA-N,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",KEGG:C00951,"{""C"": 18, ""H"": 24, ""O"": 2, ""e-"": 148}",[10.33],C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,1.0,"[23, 24]","[-1, 0]",KEGG:C00951
OYIFNHCXNCRBQI-BYPYZUCNSA-N,"InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/t4-/m0/s1",KEGG:C00956,"{""N"": 1, ""H"": 10, ""C"": 6, ""O"": 4, ""e-"": 86}","[9.53, 4.42, 2.01]",[NH3+][C@@H](CCCC([O-])=O)C([O-])=O,1.0,"[9, 10, 11, 12]","[-2, -1, 0, 1]",KEGG:C00956
PKVVTUWHANFMQC-UHFFFAOYSA-N,"InChI=1S/C6H10O4/c1-6(2,3-7)4(8)5(9)10/h7H,3H2,1-2H3,(H,9,10)",KEGG:C00966,"{""C"": 6, ""O"": 4, ""H"": 9, ""e-"": 78}",[3.25],CC(C)(CO)C(=O)C([O-])=O,0.0,"[9, 10]","[-1, 0]",KEGG:C00966
BZCOSCNPHJNQBP-OWOJBTEDSA-N,"InChI=1S/C4H4O6/c5-1(3(7)8)2(6)4(9)10/h5-6H,(H,7,8)(H,9,10)/b2-1+",KEGG:C00975,"{""O"": 6, ""C"": 4, ""H"": 2, ""e-"": 76}","[10.49, 3.09, 2.26]",OC(C([O-])=O)C(=O)C([O-])=O,1.0,"[1, 2, 3, 4]","[-3, -2, -1, 0]",KEGG:C00975
VZXPDPZARILFQX-BYPYZUCNSA-N,"InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1",KEGG:C00979,"{""C"": 5, ""O"": 4, ""H"": 9, ""N"": 1, ""e-"": 78}","[8.6, 1.86]",CC(=O)OC[C@H]([NH3+])C([O-])=O,1.0,"[8, 9, 10]","[-1, 0, 1]",KEGG:C00979
XFNJVJPLKCPIBV-UHFFFAOYSA-N,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,KEGG:C00986,"{""N"": 2, ""H"": 12, ""C"": 3, ""e-"": 42}","[10.17, 8.42]",[NH3+]CCC[NH3+],2.0,"[10, 11, 12]","[0, 1, 2]",KEGG:C00986
SJZRECIVHVDYJC-UHFFFAOYSA-N,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)",KEGG:C00989,"{""O"": 3, ""C"": 4, ""H"": 7, ""e-"": 56}",[4.44],OCCCC([O-])=O,0.0,"[7, 8]","[-1, 0]",KEGG:C00989
KEGG:C01003,,KEGG:C01003,{},[],,0.0,[],[],KEGG:C01003
BZQFBWGGLXLEPQ-REOHCLBHSA-N,"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)/t2-/m0/s1",KEGG:C01005,"{""N"": 1, ""H"": 6, ""C"": 3, ""O"": 6, ""P"": 1, ""e-"": 96}","[9.39, 6.5, 2.07, 1.2]",[NH3+][C@@H](COP([O-])([O-])=O)C([O-])=O,1.0,"[5, 6, 7, 8, 9]","[-3, -2, -1, 0, 1]",KEGG:C01005
ALRHLSYJTWAHJZ-UHFFFAOYSA-N,"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)",KEGG:C01013,"{""O"": 3, ""C"": 3, ""H"": 5, ""e-"": 48}",[4.2],OCCC([O-])=O,0.0,"[5, 6]","[-1, 0]",KEGG:C01013
SHZGCJCMOBCMKK-DHVFOXMCSA-N,"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6?/m0/s1",KEGG:C01019,"{""C"": 6, ""H"": 12, ""O"": 5, ""e-"": 88}","[13.66, 12.72, 11.3]",C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,3.0,"[9, 10, 11, 12]","[-3, -2, -1, 0]",KEGG:C01019
IXPYGZIWHPPILV-NALJQGANSA-N,"InChI=1S/C29H38N5O18P/c1-12(25(42)31-17(28(46)47)4-6-21(38)30-16(27(44)45)5-7-22(39)40)52-53(49,50)51-11-20(37)23(41)19(36)10-34-18-9-14(35)3-2-13(18)8-15-24(34)32-29(48)33-26(15)43/h2-3,9,12,16-17,19-20,23,35-37,41H,4-8,10-11H2,1H3,(H,30,38)(H,31,42)(H,39,40)(H,44,45)(H,46,47)(H,49,50)(H2,32,33,43,48)/t12-,16-,17-,19-,20+,23-/m0/s1",KEGG:C01080,"{""C"": 29, ""H"": 34, ""O"": 18, ""P"": 1, ""N"": 5, ""e-"": 406}","[12.41, 9.67, 5.63, 4.46, 3.97, 3.49, 2.94, 1.77]",C[C@H](OP([O-])(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=C(CC3=C1C=C(O)C=C3)C(=O)NC(=O)N2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC([O-])=O)C([O-])=O)C([O-])=O,2.0,"[32, 33, 34, 35, 36, 37, 38, 39, 40]","[-6, -5, -4, -3, -2, -1, 0, 1, 2]",KEGG:C01080
HZSAJDVWZRBGIF-UHFFFAOYSA-O,"InChI=1S/C12H17N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H3-,13,14,15,17,18,19)/p+1",KEGG:C01081,"{""C"": 12, ""O"": 4, ""P"": 1, ""S"": 1, ""N"": 4, ""H"": 17, ""e-"": 180}","[13.59, 6.68, 3.91, 1.66]",CC1=C(CCOP([O-])([O-])=O)SC=[N+]1CC1=C[NH+]=C(C)N=C1N,1.0,"[16, 17, 18, 19, 20]","[-1, 0, 1, 2, 3]",KEGG:C01081
HDTRYLNUVZCQOY-LIZSDCNHSA-N,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1",KEGG:C01083,"{""O"": 11, ""C"": 12, ""H"": 22, ""e-"": 182}","[13.45, 12.98, 12.43, 11.91]",OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,4.0,"[18, 19, 20, 21, 22]","[-4, -3, -2, -1, 0]",KEGG:C01083
HWXBTNAVRSUOJR-GSVOUGTGSA-N,"InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)/t3-/m1/s1",KEGG:C01087,"{""O"": 5, ""C"": 5, ""H"": 6, ""e-"": 78}","[4.16, 3.28]",O[C@H](CCC([O-])=O)C([O-])=O,0.0,"[6, 7, 8]","[-2, -1, 0]",KEGG:C01087
WHBMMWSBFZVSSR-GSVOUGTGSA-N,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m1/s1",KEGG:C01089,"{""C"": 4, ""H"": 7, ""O"": 3, ""e-"": 56}",[4.41],C[C@@H](O)CC([O-])=O,0.0,"[7, 8]","[-1, 0]",KEGG:C01089
RHKKZBWRNHGJEZ-VRPWFDPXSA-N,"InChI=1S/C6H13O9P/c7-1-3-4(8)5(9)6(10,15-3)2-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/t3-,4-,5+,6?/m1/s1",KEGG:C01094,"{""O"": 9, ""C"": 6, ""H"": 11, ""P"": 1, ""e-"": 136}","[12.74, 10.29, 6.19, 1.16]",OC[C@H]1OC(O)(COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,2.0,"[9, 10, 11, 12, 13]","[-4, -3, -2, -1, 0]",KEGG:C01094
GACTWZZMVMUKNG-SLPGGIOYSA-N,"InChI=1S/C6H15O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h3-11H,1-2H2,(H2,12,13,14)/t3-,4+,5+,6+/m0/s1",KEGG:C01096,"{""O"": 9, ""C"": 6, ""H"": 13, ""P"": 1, ""e-"": 138}","[13.4, 12.59, 6.52, 1.49]",OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O,2.0,"[11, 12, 13, 14, 15]","[-4, -3, -2, -1, 0]",KEGG:C01096
KNYGWWDTPGSEPD-LFRDXLMFSA-N,"InChI=1S/C6H13O8P/c1-3(7)5(9)6(10)4(8)2-14-15(11,12)13/h3,5-7,9-10H,2H2,1H3,(H2,11,12,13)/t3-,5+,6-/m0/s1",KEGG:C01099,"{""C"": 6, ""H"": 11, ""O"": 8, ""P"": 1, ""e-"": 128}","[13.86, 12.22, 6.21, 1.18]",C[C@H](O)[C@@H](O)[C@@H](O)C(=O)COP([O-])([O-])=O,2.0,"[9, 10, 11, 12, 13]","[-4, -3, -2, -1, 0]",KEGG:C01099
CWNDERHTHMWBSI-YFKPBYRVSA-N,"InChI=1S/C6H12N3O4P/c7-5(3-13-14(10,11)12)1-6-2-8-4-9-6/h2,4-5H,1,3,7H2,(H,8,9)(H2,10,11,12)/t5-/m0/s1",KEGG:C01100,"{""N"": 3, ""H"": 11, ""C"": 6, ""O"": 4, ""P"": 1, ""e-"": 116}","[12.93, 9.86, 6.91, 6.31, 1.59]",[NH3+][C@H](COP([O-])([O-])=O)CC1=CNC=N1,2.0,"[9, 10, 11, 12, 13, 14]","[-3, -2, -1, 0, 1, 2]",KEGG:C01100
FNZLKVNUWIIPSJ-CRCLSJGQSA-N,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/t4-,5+/m0/s1",KEGG:C01101,"{""O"": 8, ""C"": 5, ""H"": 9, ""P"": 1, ""e-"": 120}","[13.71, 12.24, 6.5, 1.48]",OCC(=O)[C@@H](O)[C@@H](O)COP([O-])([O-])=O,2.0,"[7, 8, 9, 10, 11]","[-4, -3, -2, -1, 0]",KEGG:C01101
KYOBSHFOBAOFBF-XVFCMESISA-N,"InChI=1S/C10H13N2O11P/c13-5-1-3(9(16)17)12(10(18)11-5)8-7(15)6(14)4(23-8)2-22-24(19,20)21/h1,4,6-8,14-15H,2H2,(H,16,17)(H,11,13,18)(H2,19,20,21)/t4-,6-,7-,8-/m1/s1",KEGG:C01103,"{""O"": 11, ""C"": 10, ""H"": 10, ""P"": 1, ""N"": 2, ""e-"": 190}","[12.56, 7.36, 6.32, 3.26, 1.22]",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)N1C(=O)NC(=O)C=C1C([O-])=O,2.0,"[8, 9, 10, 11, 12, 13]","[-5, -4, -3, -2, -1, 0]",KEGG:C01103
UYPYRKYUKCHHIB-UHFFFAOYSA-N,"InChI=1S/C3H9NO/c1-4(2,3)5/h1-3H3",KEGG:C01104,"{""C"": 3, ""N"": 1, ""O"": 1, ""H"": 9, ""e-"": 42}",[4.66],CN(C)(C)=O,0.0,"[9, 10]","[0, 1]",KEGG:C01104
OKZYCXHTTZZYSK-ZCFIWIBFSA-N,"InChI=1S/C6H13O7P/c1-6(9,4-5(7)8)2-3-13-14(10,11)12/h9H,2-4H2,1H3,(H,7,8)(H2,10,11,12)/t6-/m1/s1",KEGG:C01107,"{""C"": 6, ""O"": 7, ""P"": 1, ""H"": 10, ""e-"": 120}","[6.85, 4.27, 1.71]",C[C@@](O)(CCOP([O-])([O-])=O)CC([O-])=O,0.0,"[10, 11, 12, 13]","[-3, -2, -1, 0]",KEGG:C01107
PPQRONHOSHZGFQ-WDCZJNDASA-N,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h1,3-5,7-9H,2H2,(H2,10,11,12)/t3-,4-,5+/m1/s1",KEGG:C01112,"{""O"": 8, ""C"": 5, ""H"": 9, ""P"": 1, ""e-"": 120}","[13.45, 12.34, 6.52, 1.49]",O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)C=O,2.0,"[7, 8, 9, 10, 11]","[-4, -3, -2, -1, 0]",KEGG:C01112
NBSCHQHZLSJFNQ-SVZMEOIVSA-N,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3+,4+,5-,6?/m1/s1",KEGG:C01113,"{""O"": 9, ""C"": 6, ""H"": 11, ""P"": 1, ""e-"": 136}","[13.62, 12.69, 11.3, 6.25, 1.22]",OC1O[C@H](COP([O-])([O-])=O)[C@H](O)[C@H](O)[C@H]1O,3.0,"[8, 9, 10, 11, 12, 13]","[-5, -4, -3, -2, -1, 0]",KEGG:C01113
WXSKVKPSMAHCSG-UHFFFAOYSA-N,"InChI=1S/C5H6O6/c6-2(4(8)9)1-3(7)5(10)11/h2,6H,1H2,(H,8,9)(H,10,11)",KEGG:C01127,"{""O"": 6, ""C"": 5, ""H"": 4, ""e-"": 84}","[3.33, 2.45]",OC(CC(=O)C([O-])=O)C([O-])=O,0.0,"[4, 5, 6]","[-2, -1, 0]",KEGG:C01127
KNYGWWDTPGSEPD-FUTKDDECSA-N,"InChI=1S/C6H13O8P/c1-3(7)5(9)6(10)4(8)2-14-15(11,12)13/h3,5-7,9-10H,2H2,1H3,(H2,11,12,13)/t3-,5-,6-/m0/s1",KEGG:C01131,"{""C"": 6, ""H"": 11, ""O"": 8, ""P"": 1, ""e-"": 128}","[13.86, 12.22, 6.21, 1.18]",C[C@H](O)[C@H](O)[C@@H](O)C(=O)COP([O-])([O-])=O,2.0,"[9, 10, 11, 12, 13]","[-4, -3, -2, -1, 0]",KEGG:C01131
QKEWQOJCHPFEAF-YFKPBYRVSA-N,"InChI=1S/C6H14N2O2/c7-3-1-2-5(8)4-6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1",KEGG:C01142,"{""N"": 2, ""H"": 15, ""C"": 6, ""O"": 2, ""e-"": 80}","[10.71, 10.04, 4.25]",[NH3+]CCC[C@H]([NH3+])CC([O-])=O,2.0,"[13, 14, 15, 16]","[-1, 0, 1, 2]",KEGG:C01142
SIGQQUBJQXSAMW-ZCFIWIBFSA-N,"InChI=1S/C6H14O10P2/c1-6(9,4-5(7)8)2-3-15-18(13,14)16-17(10,11)12/h9H,2-4H2,1H3,(H,7,8)(H,13,14)(H2,10,11,12)/t6-/m1/s1",KEGG:C01143,"{""C"": 6, ""O"": 10, ""P"": 2, ""H"": 11, ""e-"": 160}","[7.57, 4.21, 3.16, 1.78]",C[C@@](O)(CCOP([O-])(=O)OP(O)([O-])=O)CC([O-])=O,1.0,"[10, 11, 12, 13, 14]","[-4, -3, -2, -1, 0]",KEGG:C01143
QHHKKMYHDBRONY-VKBDFPRVSA-N,"InChI=1S/C25H42N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-14,18-20,24,33,36-37H,4-10H2,1-3H3,(H,27,34)(H,28,38)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/t13-,14+,18+,19+,20-,24+/m0/s1",KEGG:C01144,"{""C"": 25, ""H"": 38, ""O"": 18, ""S"": 1, ""N"": 7, ""P"": 3, ""e-"": 446}","[6.16, 5.59, 4.86, 3.79, 3.12, 0.91, 0.82]",C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12,0.0,"[38, 39, 40, 41, 42, 43, 44, 45]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C01144
QWBAFPFNGRFSFB-UHFFFAOYSA-N,"InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h1-2,5H,(H,6,7)",KEGG:C01146,"{""O"": 4, ""C"": 3, ""H"": 3, ""e-"": 54}","[12.67, 3.04]",OC(C=O)C([O-])=O,1.0,"[2, 3, 4]","[-2, -1, 0]",KEGG:C01146
PMMYEEVYMWASQN-DMTCNVIQSA-N,"InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1",KEGG:C01157,"{""O"": 3, ""C"": 5, ""H"": 9, ""N"": 1, ""e-"": 70}","[10.62, 1.64]",O[C@H]1C[NH2+][C@@H](C1)C([O-])=O,1.0,"[8, 9, 10]","[-1, 0, 1]",KEGG:C01157
NBSCHQHZLSJFNQ-VFUOTHLCSA-N,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6-/m1/s1",KEGG:C01172,"{""O"": 9, ""C"": 6, ""H"": 11, ""P"": 1, ""e-"": 136}","[13.62, 12.69, 11.3, 6.25, 1.22]",O[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@H]1O,3.0,"[8, 9, 10, 11, 12, 13]","[-5, -4, -3, -2, -1, 0]",KEGG:C01172
XRKBRPFTFKKHEF-DGDBGZAXSA-N,"InChI=1S/C17H22O10/c1-24-9-5-8(6-10(25-2)13(9)20)3-4-12(19)27-17-16(23)15(22)14(21)11(7-18)26-17/h3-6,11,14-18,20-23H,7H2,1-2H3/b4-3+/t11-,14-,15+,16-,17+/m1/s1",KEGG:C01175,"{""C"": 17, ""O"": 10, ""H"": 22, ""e-"": 204}","[13.19, 12.2, 9.29]",COC1=CC(C=CC(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1O,3.0,"[19, 20, 21, 22]","[-3, -2, -1, 0]",KEGG:C01175
KKADPXVIOXHVKN-UHFFFAOYSA-N,"InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)",KEGG:C01179,"{""O"": 4, ""C"": 9, ""H"": 7, ""e-"": 94}","[9.5, 2.91]",OC1=CC=C(CC(=O)C([O-])=O)C=C1,1.0,"[6, 7, 8]","[-2, -1, 0]",KEGG:C01179
JOUIQRNQJGXQDC-ZYUZMQFOSA-O,"InChI=1S/C11H14NO9P/c13-8-7(5-20-22(17,18)19)21-10(9(8)14)12-3-1-2-6(4-12)11(15)16/h1-4,7-10,13-14H,5H2,(H2-,15,16,17,18,19)/p+1/t7-,8-,9-,10-/m1/s1",KEGG:C01185,"{""O"": 9, ""C"": 11, ""H"": 12, ""P"": 1, ""N"": 1, ""e-"": 174}","[13.73, 11.72, 6.24, 2.77, 1.2]",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)[N+]1=CC=CC(=C1)C([O-])=O,2.0,"[10, 11, 12, 13, 14, 15]","[-4, -3, -2, -1, 0, 1]",KEGG:C01185
NGDLSXMSQYUVSJ-WHFBIAKZSA-N,"InChI=1S/C6H14N2O2/c1-4(7)2-5(8)3-6(9)10/h4-5H,2-3,7-8H2,1H3,(H,9,10)/t4-,5-/m0/s1",KEGG:C01186,"{""C"": 6, ""H"": 15, ""N"": 2, ""O"": 2, ""e-"": 80}","[10.45, 8.7, 4.25]",C[C@H]([NH3+])C[C@H]([NH3+])CC([O-])=O,2.0,"[13, 14, 15, 16]","[-1, 0, 1, 2]",KEGG:C01186
DBXBTMSZEOQQDU-UHFFFAOYSA-N,"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)",KEGG:C01188,"{""C"": 4, ""O"": 3, ""H"": 7, ""e-"": 56}",[4.37],CC(CO)C([O-])=O,0.0,"[7, 8]","[-1, 0]",KEGG:C01188
KEGG:C01194,,KEGG:C01194,{},[],,0.0,[],[],KEGG:C01194
KEGG:C01209,,KEGG:C01209,{},[],,0.0,[],[],KEGG:C01209
MZFOKIKEPGUZEN-AGCMQPJKSA-N,"InChI=1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/t12-,13-,16-,17-,18+,22-/m1/s1",KEGG:C01213,"{""C"": 25, ""H"": 35, ""O"": 19, ""S"": 1, ""N"": 7, ""P"": 3, ""e-"": 452}","[6.1, 5.49, 4.3, 3.86, 3.47, 2.99, 1.89, 0.82]",C[C@H](C([O-])=O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12,0.0,"[35, 36, 37, 38, 39, 40, 41, 42, 43]","[-5, -4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C01213
