reaction	dGr	dGrSD
"r_0794"	-33117848.2382	59.3181085251
"r_0804"	-2044480152.46	2816.13378861
"r_0805"	2044480054.44	2816.1892952
"r_0810"	874140504.735	1204.26374765
"r_0814"	-566749662.204	780.972033701
"r_0815"	-566749662.204	780.972033701
"r_0816"	-7482856408.83	10307.0675191
"r_0817"	-18.6576939718	15.4714455793
"r_0818"	-22906899.6205	35.0114411276
"r_0819"	-22906899.6205	35.0114411276
"r_0820"	-22906899.6205	35.0114411276
"r_0821"	851234036.817	1172.72026488
"r_0822"	-22906899.6205	35.0114411275
"r_0823"	-1851731103.13	2550.65793002
"r_0824"	-22906899.6233	35.0114411276
"r_0825"	-0.206323590945	9.9668769987
"r_0828"	2113835654.08	2911.76608383
"r_0855"	784002470.275	1079.93837031
"r_0857"	-28.3600168481	15.0521247197
"r_0858"	-26.3681296681	19.9321190331
"r_0859"	9.48349794563	14.462054334
"r_0860"	-1137117247.22	99899.4993953
"r_0861"	2312364171.67	3185.1262494
"r_0862"	-28.5610757121	15.3364229279
"r_0863"	-3.25446759313	8.13792099197
"r_0864"	59.1055651544	14.3516288555
"r_0865"	18.7311001195	2.12180524021
"r_0866"	-4.10674790031	1.73510244594
"r_0875"	-4.33385750141	7.20009495528
"r_0876"	649253164.103	894.310725103
"r_0877"	-1.95107444609	9.96687699868
"r_0878"	1540987368.94	2122.70403187
"r_0879"	543842635.23	749.365994287
"r_0880"	-13.2145934679	7.10809579081
"r_0881"	-2448.58431393	141421.356414
"r_0883"	59.239319327	24.9350269209
"r_0884"	-605807585.153	70675.4886389
"r_0885"	9.23546996956	14.0952926517
"r_0886"	210038071.108	290.027704565
"r_0887"	-5.19007055927	1.33150121474
"r_0888"	39.2045245911	70710.679893
"r_0889"	18.0194430646	17.1686089921
"r_0890"	7.33592398757	15.9127679564
"r_0891"	25.6760307899	15.8892129727
"r_0892"	-10.0896028653	1.3307169928
"r_0893"	-11.1932515189	1.80849921599
"r_0894"	2836248406.51	141475.306737
"r_0895"	-1337374084.88	1842.23778441
"r_0902"	-834944048.71	100006.615148
"r_0908"	4424962019.5	6095.05666784
"r_0909"	834943328.104	100006.615149
"r_0910"	2513346243.63	100059.909126
"r_0911"	2535365840.35	3492.38107327
"r_0912"	2535365923.49	3492.35023917
"r_0913"	2535365923.82	3492.35045088
"r_0914"	100.837301894	31.5553460857
"r_0916"	409086435.167	824633.030394
"r_0917"	35.7064073309	20.3932142496
"r_0918"	8.21186469168	6.37300269648
"r_0919"	8.21186469168	6.37300269648
"r_0920"	10.4449642341	16.2758419839
"r_0921"	-1541641066.74	2123.53999999
"r_0922"	9.44093384398	8.13792099196
"r_0923"	10.8538826228	9.96687691629
"r_0924"	10.8538826228	9.96687691629
"r_0925"	8.64136031821	5.12959582095
"r_0926"	-18.015705248	14.7439879557
"r_0927"	-1670213081.98	2300.63996877
"r_0929"	-684581669.875	943.281433507
"r_0930"	-985631557.455	1357.74724115
"r_0931"	-3777623127.81	5203.41435931
"r_0932"	2107409886.16	2902.83773818
"r_0933"	-159.674269589	22.4497277295
"r_0934"	-13.3079907779	3.07781071398
"r_0935"	3.78261723757	6.30360649514
"r_0936"	-101.168454902	31.5138962044
"r_0937"	21.6614985329	14.5200722763
"r_0938"	-82.4821371327	21.1381988802
"r_0939"	-618185724.772	851.778916335
"r_0940"	-74.8722293046	15.4821808087
"r_0941"	-52.9660456319	14.2394392415
"r_0942"	-243.63510726	70710.679123
"r_0943"	-148.486024275	15.3180835668
"r_0944"	-502.139334716	20.4211597231
"r_0946"	414803808.747	571.586749831
"r_0947"	414803808.747	571.586749831
"r_0948"	-131.027366625	12.1284589716
"r_0949"	-729472625.66	1004.80815389
"r_0950"	-0.625941601945	15.9401426587
"r_0963"	3.76903610685	4.83303291629
"r_0964"	-3261093200.56	4491.95554871
"r_0965"	-3.55691234882	5.54665333532
"r_0966"	8081994985.0	98402.4572429
"r_0967"	8174542640.13	98391.3081948
"r_0968"	-2976293814.78	4099.64044181
"r_0969"	62.2387265808	19.9321190332
"r_0970"	-1571694927.6	2164.96836102
"r_0971"	-1697837145.82	2338.65530761
"r_0972"	851234004.007	1172.63102221
"r_0974"	-7.01128751586	14.0952926261
"r_0976"	-1054058865.66	1451.98040813
"r_0977"	182825695.507	252.263006876
"r_0978"	-47.3778370835	141421.356968
"r_0979"	-418851015.289	141418.202483
"r_0980"	-46.3234798476	21.8359466315
"r_0981"	-831667478.32	1145.65381369
"r_0982"	5854815229.65	98720.0496358
"r_0983"	-3692677351.48	101130.176304
"r_0984"	2969863171.77	4090.75655951
"r_0985"	436.178050695	100000.000203
"r_0986"	898064311.613	1237.01625359
"r_0987"	-436.27598114	100000.001194
"r_0988"	-898064311.711	1237.09637865
"r_0989"	-5.06614271826	7.82449184994
"r_0990"	-5.06614271826	7.82449184994
"r_0991"	-108682054.649	151.102733583
"r_0992"	-108682054.98	151.106214614
"r_0993"	1948343412.0	2683.75091019
"r_0994"	607018103.792	836.386929829
"r_1001"	-2663.14109778	100000.003272
"r_1002"	-2709.46457745	100000.002875
"r_1003"	-1.45876712847	6.4111612737
"r_1004"	-962470793.157	1326.06804419
"r_1005"	-24.8179730657	6.13485037954
"r_1006"	20.3999409554	15.1504551515
"r_1007"	33.3315664564	15.2044101341
"r_1008"	372.968989136	74.0661822063
"r_1010"	-2071973747.24	70644.9839525
"r_1011"	-2311843056.31	3184.42224055
"r_1012"	-2311843113.64	3184.42371338
"r_1013"	5724581621.44	7885.17239732
"r_1014"	-2046139200.82	2818.40272093
"r_1015"	-2046139200.82	2818.40272093
"r_1016"	-311123559.658	428.816511362
"r_1017"	-5724581620.35	7885.17229228
"r_1018"	5413458062.3	7456.60994238
"r_1019"	-32.7665324765	19.9321187945
"r_1020"	-7770720822.36	10703.5532767
"r_1021"	3640165129.11	101030.823947
"r_1022"	3640165128.9	101030.82407
"r_1026"	10.117010887	10.7849747764
"r_1027"	-184969518.816	255.027153194
"r_1030"	3692020658.46	5085.49791511
"r_1031"	3.27419098588	21.5309151338
"r_1032"	1194156037.98	1644.89602971
"r_1033"	8081995039.79	98402.4562665
"r_1034"	-1347932028.61	141433.543807
"r_1035"	-3534332767.7	99767.8877553
"r_1036"	3534332764.52	99767.8874803
"r_1037"	699378333.698	963.385454302
"r_1038"	-7.01932687292	10.631227756
"r_1041"	699378349.452	963.342703711
"r_1042"	699378313.59	963.463888
"r_1043"	44772365.5156	63.1538082392
"r_1050"	-0.253723901702	9.9668769987
"r_1051"	-0.253723901702	9.9668769987
"r_1052"	-0.253723901702	9.9668769987
"r_1055"	-813.645263927	269920.624335
"r_1056"	-784002492.107	1080.07183609
"r_1057"	2.94816371426	4.00037216093
"r_1058"	235187807.417	324.004552232
"r_1059"	-4.65344466363	15.3472933916
"r_1060"	-4.65344466363	15.3472933916
"r_1061"	-2910640878.15	4009.21756148
"r_1062"	1358970809.52	1871.99436617
"r_1063"	-569.453941467	100000.009232
"r_1064"	-2910640850.26	4009.23720371
"r_1065"	-2910640847.61	4009.24218345
"r_1066"	-739111829.35	1018.07250599
"r_1067"	-739111829.35	1018.07250599
"r_1068"	-415484636.068	577.837838301
"r_1069"	15748507770.3	457300.82696
"r_1070"	91704916.6512	399997.315773
"r_1071"	7.44912900166	33.7558239341
"r_1072"	-25.8629608823	14.3397247511
"r_1073"	1869890053.48	2575.66913948
"r_1074"	1869890053.48	2575.66913948
"r_1077"	-267.173886165	100000.001065
"r_1078"	-267.173886165	100000.001065
"r_1079"	3489880154.83	4807.04074625
"r_1080"	44.781310339	14.8196487786
"r_1081"	-41.4101914678	15.0028974232
"r_1082"	2.53007439627	17.1309864795
"r_1083"	-3600492381.57	4959.39830644
"r_1721"	1803396898.9	100030.848019
"r_1722"	1803396898.9	100030.848019
"r_1723"	1803396898.9	100030.848019
"r_1724"	1803396898.9	100030.848019
"r_1725"	1803396898.9	100030.848019
"r_1726"	1803396898.9	100030.848019
"r_1727"	1803396898.9	100030.848019
"r_1728"	1803396898.9	100030.848019
"r_1729"	1803396898.9	100030.848019
"r_1811"	-321.056195112	3.89916602442
"r_1815"	0.0	100000.0
"r_1862"	0.0	100000.0
"r_1863"	0.0	100000.0
